Country,ISO3,NBS_desc,Griscom 2017 potential,Griscom 2020 potential,GRISCOM DIFF,TNC mapper potential,IPCC_climate_zone,baseline_landuse,country_land_area,total_area,total_area_max,total_area_min,extent,extent_max,extent_min,extent_notes,intensity_desc,intensity_raw,intensity_raw_max,intensity_raw_min,intensity_unit,intensity,intensity_max,intensity_min,intensity_notes,BD_potential,potential,potential_100,potential_10
Burkina Faso,BFA,Mangrove restoration,,0,,,,GRISCOM,27.36,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Burma,MMR,Mangrove restoration,,1.02,,,,GRISCOM,65.279,NA,,,NA,,,,,,,,,55.73333333,,,,0,1.02,0.306,0
Burundi,BDI,Mangrove restoration,,0,,,,GRISCOM,2.568,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Cambodia,KHM,Mangrove restoration,,0.13,,,,GRISCOM,17.652,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.13,0.039,0
Cameroon,CMR,Mangrove restoration,,0.07,,,,GRISCOM,47.271,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.07,0.021,0
Canada,CAN,Mangrove restoration,,,,,,GRISCOM,896.559,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Cape Verde,CPV,Mangrove restoration,,,,,,GRISCOM,0.403,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Central African Republic,CAF,Mangrove restoration,,0,,,,GRISCOM,62.298,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Chad,TCD,Mangrove restoration,,0,,,,GRISCOM,125.92,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Chile,CHL,Mangrove restoration,,,,,,GRISCOM,74.3532,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
China,CHN,Mangrove restoration,,0.015978,,,,GRISCOM,938.821,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.015978,0.0047934,0
Colombia,COL,Mangrove restoration,,0.51,,,,GRISCOM,110.95,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.51,0.153,0
Comoros,COM,Mangrove restoration,,,,,,GRISCOM,0.1861,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Congo,COG,Mangrove restoration,,0,,,,GRISCOM,34.15,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Cook Islands,COK,Mangrove restoration,,,,,,GRISCOM,0.024,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Costa Rica,CRI,Mangrove restoration,,0.03,,,,GRISCOM,5.106,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.03,0.009,0
Cote d'Ivoire,CIV,Mangrove restoration,,0.01,,,,GRISCOM,31.8,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.01,0.003,0
Croatia,HRV,Mangrove restoration,,,,,,GRISCOM,5.659,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Cuba,CUB,Mangrove restoration,,0.38,,,,GRISCOM,10.38,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.38,0.114,0
Cyprus,CYP,Mangrove restoration,,,,,,GRISCOM,0.924,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Czech Republic,CZE,Mangrove restoration,,,,,,GRISCOM,7.72,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Democratic Republic of the Congo,COD,Mangrove restoration,,0.04,,,,GRISCOM,226.705,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.04,0.012,0
Denmark,DNK,Mangrove restoration,,,,,,GRISCOM,4,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Djibouti,DJI,Mangrove restoration,,0.000113,,,,GRISCOM,2.318,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000113,0.0000339,0
Dominica,DMA,Mangrove restoration,,0.000001,,,,GRISCOM,0.075,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000001,0.0000003,0
Dominican Republic,DOM,Mangrove restoration,,0.02,,,,GRISCOM,4.831,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.02,0.006,0
Ecuador,ECU,Mangrove restoration,,0.25,,,,GRISCOM,24.836,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.25,0.075,0
Egypt,EGY,Mangrove restoration,,0.000116,,,,GRISCOM,99.545,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000116,0.0000348,0
El Salvador,SLV,Mangrove restoration,,0.04,,,,GRISCOM,2.072,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.04,0.012,0
Equatorial Guinea,GNQ,Mangrove restoration,,0.02,,,,GRISCOM,2.805,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.02,0.006,0
Eritrea,ERI,Mangrove restoration,,0,,,,GRISCOM,10.1,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Estonia,EST,Mangrove restoration,,,,,,GRISCOM,4.347,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Ethiopia,ETH,Mangrove restoration,,0,,,,GRISCOM,112.930039,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Fiji,FJI,Mangrove restoration,,0.013665,,,,GRISCOM,1.827,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.013665,0.0040995,0
Finland,FIN,Mangrove restoration,,,,,,GRISCOM,30.392,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
France,FRA,Mangrove restoration,,0.016514,,,,GRISCOM,54.7557,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.016514,0.0049542,0
French Guiana,GUF,Mangrove restoration,,0.1,,,,GRISCOM,#N/A,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.1,0.03,0
Gabon,GAB,Mangrove restoration,,0.09,,,,GRISCOM,25.767,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.09,0.027,0
Gambia,GMB,Mangrove restoration,,0.04,,,,GRISCOM,1.012,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.04,0.012,0
Georgia,GEO,Mangrove restoration,,,,,,GRISCOM,6.949,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Germany,DEU,Mangrove restoration,,,,,,GRISCOM,34.938,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Ghana,GHA,Mangrove restoration,,0.05,,,,GRISCOM,22.754,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.05,0.015,0
Greece,GRC,Mangrove restoration,,,,,,GRISCOM,12.89,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Greenland,GRL,Mangrove restoration,,,,,,GRISCOM,41.045,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Grenada,GRD,Mangrove restoration,,0.000056,,,,GRISCOM,0.034,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000056,0.0000168,0
Guatemala,GTM,Mangrove restoration,,0.05,,,,GRISCOM,10.716,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.05,0.015,0
Guinea,GIN,Mangrove restoration,,0.1,,,,GRISCOM,24.572,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.1,0.03,0
Guinea-Bissau,GNB,Mangrove restoration,,0.1,,,,GRISCOM,2.812,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.1,0.03,0
Guyana,GUY,Mangrove restoration,,0.06,,,,GRISCOM,19.685,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.06,0.018,0
Haiti,HTI,Mangrove restoration,,0.03,,,,GRISCOM,2.756,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.03,0.009,0
Honduras,HND,Mangrove restoration,,0.17,,,,GRISCOM,11.189,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.17,0.051,0
Hungary,HUN,Mangrove restoration,,,,,,GRISCOM,9.126,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Iceland,ISL,Mangrove restoration,,,,,,GRISCOM,10.083,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
India,IND,Mangrove restoration,,0.36,,,,GRISCOM,297.319,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.36,0.108,0
Indonesia,IDN,Mangrove restoration,,4.38,,,,GRISCOM,187.7519,NA,,,NA,,,,,,,,,55.73333333,,,,0,4.38,1.314,0
Iran (Islamic Republic of),IRN,Mangrove restoration,,0.003694,,,,GRISCOM,162.876,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.003694,0.0011082,0
Iraq,IRQ,Mangrove restoration,,,,,,GRISCOM,43.4128,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Ireland,IRL,Mangrove restoration,,,,,,GRISCOM,6.889,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Israel,ISR,Mangrove restoration,,,,,,GRISCOM,2.164,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Italy,ITA,Mangrove restoration,,,,,,GRISCOM,29.773,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Jamaica,JAM,Mangrove restoration,,0.01,,,,GRISCOM,1.083,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.01,0.003,0
Japan,JPN,Mangrove restoration,,0.000341,,,,GRISCOM,36.45,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000341,0.0001023,0
Jordan,JOR,Mangrove restoration,,,,,,GRISCOM,8.878,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Kazakhstan,KAZ,Mangrove restoration,,,,,,GRISCOM,269.97,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Kenya,KEN,Mangrove restoration,,0.08,,,,GRISCOM,56.914,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.08,0.024,0
Kiribati,KIR,Mangrove restoration,,,,,,GRISCOM,0.081,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
"Korea, Democratic People's Republic of",PRK,Mangrove restoration,,,,,,GRISCOM,12.041,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
"Korea, Republic of",KOR,Mangrove restoration,,,,,,GRISCOM,9.752,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Kuwait,KWT,Mangrove restoration,,,,,,GRISCOM,1.782,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Kyrgyzstan,KGZ,Mangrove restoration,,,,,,GRISCOM,19.18,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Lao People's Democratic Republic,LAO,Mangrove restoration,,0,,,,GRISCOM,23.08,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Latvia,LVA,Mangrove restoration,,,,,,GRISCOM,6.209,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Lebanon,LBN,Mangrove restoration,,,,,,GRISCOM,1.023,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Lesotho,LSO,Mangrove restoration,,,,,,GRISCOM,3.036,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Liberia,LBR,Mangrove restoration,,0.01,,,,GRISCOM,9.632,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.01,0.003,0
Libyan Arab Jamahiriya,LBY,Mangrove restoration,,,,,,GRISCOM,175.954,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Liechtenstein,LIE,Mangrove restoration,,,,,,GRISCOM,0.016,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Lithuania,LTU,Mangrove restoration,,,,,,GRISCOM,6.263,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Luxembourg,LUX,Mangrove restoration,,,,,,GRISCOM,0.243,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Madagascar,MDG,Mangrove restoration,,0.19,,,,GRISCOM,58.18,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.19,0.057,0
Malawi,MWI,Mangrove restoration,,0,,,,GRISCOM,9.428,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Malaysia,MYS,Mangrove restoration,,0.39,,,,GRISCOM,32.855,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.39,0.117,0
Maldives,MDV,Mangrove restoration,,,,,,GRISCOM,0.03,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Mali,MLI,Mangrove restoration,,0,,,,GRISCOM,122.019,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Malta,MLT,Mangrove restoration,,,,,,GRISCOM,0.032,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Marshall Islands,MHL,Mangrove restoration,,,,,,GRISCOM,0.018,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Mauritania,MRT,Mangrove restoration,,0,,,,GRISCOM,103.07,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Mauritius,MUS,Mangrove restoration,,0.000601,,,,GRISCOM,0.203,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000601,0.0001803,0
Mexico,MEX,Mangrove restoration,,3.41,,,,GRISCOM,194.395,NA,,,NA,,,,,,,,,55.73333333,,,,0,3.41,1.023,0
"Micronesia, Federated States of",FSM,Mangrove restoration,,0.000301,,,,GRISCOM,0.07,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000301,0.0000903,0
Monaco,MCO,Mangrove restoration,,,,,,GRISCOM,0.0002027,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Mongolia,MNG,Mangrove restoration,,,,,,GRISCOM,155.7255,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Montenegro,MNE,Mangrove restoration,,,,,,GRISCOM,1.345,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Morocco,MAR,Mangrove restoration,,,,,,GRISCOM,44.63,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Mozambique,MOZ,Mangrove restoration,,0.61,,,,GRISCOM,78.638,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.61,0.183,0
Namibia,NAM,Mangrove restoration,,0,,,,GRISCOM,82.329,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Nepal,NPL,Mangrove restoration,,,,,,GRISCOM,14.335,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Netherlands,NLD,Mangrove restoration,,0.001592,,,,GRISCOM,3.367,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.001592,0.0004776,0
New Zealand,NZL,Mangrove restoration,,0.034047,,,,GRISCOM,26.331,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.034047,0.0102141,0
Nicaragua,NIC,Mangrove restoration,,0.24,,,,GRISCOM,12.034,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.24,0.072,0
Niger,NER,Mangrove restoration,,0,,,,GRISCOM,126.67,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Nigeria,NGA,Mangrove restoration,,0.26,,,,GRISCOM,91.077,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.26,0.078,0
Norway,NOR,Mangrove restoration,,,,,,GRISCOM,36.510785,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Oman,OMN,Mangrove restoration,,0.00019,,,,GRISCOM,30.95,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.00019,0.000057,0
Pakistan,PAK,Mangrove restoration,,0.078936,,,,GRISCOM,77.088,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.078936,0.0236808,0
Palau,PLW,Mangrove restoration,,0.000268,,,,GRISCOM,0.046,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000268,0.0000804,0
Panama,PAN,Mangrove restoration,,0.08,,,,GRISCOM,7.4177,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.08,0.024,0
Papua New Guinea,PNG,Mangrove restoration,,0.32,,,,GRISCOM,45.286,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.32,0.096,0
Paraguay,PRY,Mangrove restoration,,0,,,,GRISCOM,39.73,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Peru,PER,Mangrove restoration,,0,,,,GRISCOM,128,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Philippines,PHL,Mangrove restoration,,0.37,,,,GRISCOM,29.817,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.37,0.111,0
Poland,POL,Mangrove restoration,,,,,,GRISCOM,30.617,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Portugal,PRT,Mangrove restoration,,,,,,GRISCOM,9.16056,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Qatar,QAT,Mangrove restoration,,0.000164,,,,GRISCOM,1.149,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000164,0.0000492,0
Republic of Moldova,MDA,Mangrove restoration,,,,,,GRISCOM,3.28853,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Romania,ROU,Mangrove restoration,,,,,,GRISCOM,23.008,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Russia,RUS,Mangrove restoration,,,,,,GRISCOM,1637.687,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Rwanda,RWA,Mangrove restoration,,0,,,,GRISCOM,2.467,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Saint Kitts and Nevis,KNA,Mangrove restoration,,0.000004,,,,GRISCOM,0.026,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000004,0.0000012,0
Saint Lucia,LCA,Mangrove restoration,,0.000012,,,,GRISCOM,0.061,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000012,0.0000036,0
Saint Vincent and the Grenadines,VCT,Mangrove restoration,,0.000008,,,,GRISCOM,0.039,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000008,0.0000024,0
Samoa,WSM,Mangrove restoration,,0.000007,,,,GRISCOM,0.283,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000007,0.0000021,0
San Marino,SMR,Mangrove restoration,,,,,,GRISCOM,0.006,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Saudi Arabia,SAU,Mangrove restoration,,0.01,,,,GRISCOM,214.969,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.01,0.003,0
Senegal,SEN,Mangrove restoration,,0.18,,,,GRISCOM,19.253,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.18,0.054,0
Serbia,SRB,Mangrove restoration,,,,,,GRISCOM,8.746,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Seychelles,SYC,Mangrove restoration,,0.000067,,,,GRISCOM,0.046,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000067,0.0000201,0
Sierra Leone,SLE,Mangrove restoration,,0.03,,,,GRISCOM,7.218,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.03,0.009,0
Singapore,SGP,Mangrove restoration,,0.000024,,,,GRISCOM,0.0709,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.000024,0.0000072,0
Slovakia,SVK,Mangrove restoration,,,,,,GRISCOM,4.808,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Slovenia,SVN,Mangrove restoration,,,,,,GRISCOM,2.01364,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Solomon Islands,SLB,Mangrove restoration,,0.04,,,,GRISCOM,2.799,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.04,0.012,0
Somalia,SOM,Mangrove restoration,,0,,,,GRISCOM,62.734,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
South Africa,ZAF,Mangrove restoration,,0.003571,,,,GRISCOM,121.309,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.003571,0.0010713,0
South Sudan,SSD,Mangrove restoration,,,,,,GRISCOM,63.1928123,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Spain,ESP,Mangrove restoration,,,,,,GRISCOM,49.9603479,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
Sri Lanka,LKA,Mangrove restoration,,0.07,,,,GRISCOM,6.1864,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.07,0.021,0
Sudan,SDN,Mangrove restoration,,0,,,,GRISCOM,184.9233715,NA,,,NA,,,,,,,,,55.73333333,,,,0,0,0,0
Suriname,SUR,Mangrove restoration,,0.16,,,,GRISCOM,15.6,NA,,,NA,,,,,,,,,55.73333333,,,,0,0.16,0.048,0
Swaziland,SWZ,Mangrove restoration,,,,,,GRISCOM,1.72,NA,,,NA,,,,,,,,,55.73333333,,,,0,NA,NA,NA
